"bl_distribution","statnc_ibl"
12.5824224802281,68.7723637827205
0,80.1060790693833
68.1474356695037,75.6352699403339
7.08584655084543,84.9298724612172
35.430294908236,71.3567169828152
0.0790416727093805,85.8494354156597
41.6511344768923,87.5067854017919
33.1923057911874,82.5120900692152
34.7347789387419,65.4758962778905
3.01694383773373,62.6610515214117
52.771296174687,68.7723637827205
70.8950620392755,80.1060790693833
62.1138762386388,75.6352699403339
0,84.9298724612172
0.0147583307264523,71.3567169828152
41.9880242133358,85.8494354156597
1.09768529985087,87.5067854017919
1.10017557379401,82.5120900692152
13.5546829189759,65.4758962778905
43.7445450283949,62.6610515214117
64.6059341169379,68.7723637827205
33.4521436532879,80.1060790693833
27.4286984648228,75.6352699403339
0.0311211467308189,84.9298724612172
19.5885957960735,71.3567169828152
18.7499711329071,85.8494354156597
27.986589261572,87.5067854017919
55.7765821599977,82.5120900692152
6.103667128647,65.4758962778905
31.5681366337861,62.6610515214117
22.6088307307564,68.7723637827205
0,80.1060790693833
8.90243041949214,75.6352699403339
5.48763247400413,84.9298724612172
48.8413402298165,71.3567169828152
0.504238300480471,85.8494354156597
38.9446834999232,87.5067854017919
25.7124056229485,82.5120900692152
71.5082412710505,65.4758962778905
0,62.6610515214117
2.53910974626404,68.7723637827205
78.9179217521291,80.1060790693833
11.3507665098168,75.6352699403339
17.5008969541724,84.9298724612172
25.979401275216,71.3567169828152
0.239980520682773,85.8494354156597
46.4354126615684,87.5067854017919
15.4949129401001,82.5120900692152
19.1861129155291,65.4758962778905
1.31732989245887,62.6610515214117
7.23852742753247,68.7723637827205
1.46912614211322,80.1060790693833
0,75.6352699403339
27.6264082369729,84.9298724612172
19.1714923475502,71.3567169828152
28.7622284606984,85.8494354156597
0.0691858565817546,87.5067854017919
11.4418256076115,82.5120900692152
71.2741861683857,65.4758962778905
63.5727820061797,62.6610515214117
63.7886005777219,68.7723637827205
42.522991673393,80.1060790693833
43.8773741370984,75.6352699403339
0.245244046988007,84.9298724612172
24.0987768006544,71.3567169828152
2.11694713931537,85.8494354156597
43.3156985117931,87.5067854017919
32.600470664108,82.5120900692152
1.56578151544764,65.4758962778905
5.70310311562047,62.6610515214117
28.421246203963,68.7723637827205
20.6914648989958,80.1060790693833
69.0174864250726,75.6352699403339
47.101834598953,84.9298724612172
0,71.3567169828152
43.6048431491075,85.8494354156597
0.270549514114647,87.5067854017919
3.15301937364744,82.5120900692152
61.8506557042978,65.4758962778905
29.8065005066428,62.6610515214117
34.2843058831647,68.7723637827205
19.2835960008294,80.1060790693833
11.2084040462496,75.6352699403339
5.06361346168146,84.9298724612172
0.461187775183242,71.3567169828152
12.7254055974624,85.8494354156597
4.73775212887086,87.5067854017919
15.7535313098917,82.5120900692152
