"bl_distribution","statnc_ibl"
10.0368068207408,65.4758962778905
19.1326182269197,62.6610515214117
21.9419366139033,68.7723637827205
95.3145383770408,80.1060790693833
3.13086864271927,75.6352699403339
0,84.9298724612172
120.712328919926,71.3567169828152
0.930697977747042,85.8494354156597
0.697867024425983,87.5067854017919
10.6480509238052,82.5120900692152
27.3390587362479,65.4758962778905
48.9186716623107,62.6610515214117
41.3355505434115,68.7723637827205
0,80.1060790693833
19.8165006163498,75.6352699403339
28.5615662052258,84.9298724612172
2.70628306587854,71.3567169828152
23.3872199149447,85.8494354156597
0,87.5067854017919
9.13715074255468,82.5120900692152
37.844132593105,65.4758962778905
15.4257390135493,62.6610515214117
47.4018479312722,68.7723637827205
9.2394755097245,80.1060790693833
56.7905870329184,75.6352699403339
28.8008507176609,84.9298724612172
2.12952043349558,71.3567169828152
0,85.8494354156597
30.9567556749413,87.5067854017919
56.9830860866529,82.5120900692152
43.5997209567341,65.4758962778905
25.3880372064319,62.6610515214117
13.9206016214556,68.7723637827205
28.6508454321602,80.1060790693833
9.72768292522763,75.6352699403339
3.64444098748546,84.9298724612172
17.1068105982262,71.3567169828152
6.87155048624878,85.8494354156597
75.5322712965904,87.5067854017919
12.7304703540843,82.5120900692152
1.08910309884214,65.4758962778905
1.35841528137185,62.6610515214117
0,68.7723637827205
2.37569847937603,80.1060790693833
6.32722518257319,75.6352699403339
51.6398698061093,84.9298724612172
22.756349925281,71.3567169828152
17.5764356022004,85.8494354156597
5.36244409156295,87.5067854017919
16.3973719358525,82.5120900692152
0.914243426455244,65.4758962778905
0.268832603967443,62.6610515214117
45.715816090737,68.7723637827205
28.2920270154252,80.1060790693833
50.43510390755,75.6352699403339
47.9690592568041,84.9298724612172
36.9068487924757,71.3567169828152
6.84746325773225,85.8494354156597
62.2554839718996,87.5067854017919
10.9541349254783,82.5120900692152
0.944458365310104,65.4758962778905
25.3620421986785,62.6610515214117
15.859870649564,68.7723637827205
1.78362375922824,80.1060790693833
20.6360891157372,75.6352699403339
0,84.9298724612172
78.2274791339317,71.3567169828152
0.336007732929837,85.8494354156597
29.3703159908719,87.5067854017919
0,82.5120900692152
27.3095314783244,65.4758962778905
37.660893115819,62.6610515214117
57.6995724220983,68.7723637827205
26.7110515958973,80.1060790693833
0,75.6352699403339
8.2594713250662,84.9298724612172
42.1419153849776,71.3567169828152
0,85.8494354156597
59.6914297452443,87.5067854017919
0.918795205521677,82.5120900692152
7.69958691509612,65.4758962778905
9.25124037056064,62.6610515214117
0.540746320959105,68.7723637827205
31.4198261199408,80.1060790693833
1.76262749393622,75.6352699403339
25.9667937711175,84.9298724612172
12.8610353522928,71.3567169828152
0,85.8494354156597
19.5767432754878,87.5067854017919
44.2127216598968,82.5120900692152
10.4195619341704,65.4758962778905
40.8923110336017,62.6610515214117
37.268028349967,68.7723637827205
74.0850090515544,80.1060790693833
4.66942365322862,75.6352699403339
12.1112362100255,84.9298724612172
7.38561063405766,71.3567169828152
0.278311809558951,85.8494354156597
9.88749241105555,87.5067854017919
8.16000921497414,82.5120900692152
88.5014054585415,65.4758962778905
40.5637717364515,62.6610515214117
11.3429763795988,68.7723637827205
9.15354899465216,80.1060790693833
32.3919361537154,75.6352699403339
35.6581710757385,84.9298724612172
35.4053845984876,71.3567169828152
3.68386832261921,85.8494354156597
20.0018072760201,87.5067854017919
6.74461485188341,82.5120900692152
20.879371131586,65.4758962778905
59.2619206535,62.6610515214117
