"utilizations","stat_up","stat_mean","stat_low","snc_bound","simulated_backlog"
0.7,33.6817474365234,26.6826858520508,21.7692794799805,9.77389144897461,2.89729062251804
0.75,41.3083343505859,32.2235260009766,25.7171859741211,11.616283416748,2.76363226974676
0.8,49.4859771728516,38.0891571044922,29.8677291870117,13.7274055480957,4.37830631825945
0.85,59.2162322998047,45.1439666748047,35.3031768798828,16.1186752319336,4.46723866857011
0.9,67.4554748535156,52.0656585693359,39.4192657470703,18.8000717163086,8.202498188567
0.95,77.3075866699219,59.5013885498047,46.0026092529297,21.7767105102539,6.54568162190426
