"utilizations","stat_up","stat_mean","stat_low","snc_bound","simulated_backlog"
0.7,13.4190864562988,11.051830291748,9.42486953735352,8.70383834838867,2.90090021747212
0.75,16.8259811401367,13.3732032775879,11.2334327697754,10.3388938903809,2.53803482816611
0.8,19.8190994262695,15.8634452819824,13.0728340148926,12.2202491760254,1.94150131282327
0.85,24.0976028442383,18.8489761352539,15.5903053283691,14.3586692810059,3.95862368476113
0.9,29.3171615600586,22.3398971557617,17.8410568237305,16.7641220092773,4.62505560737782
0.95,34.7299957275391,26.0182418823242,20.1082992553711,19.4432754516602,5.19297387971676
