"bl_distribution","hvector"
59.357857455209,0.739183305400259
32.4165395857612,0.740697566039267
4.85832075374229,0.740081088822596
3.4840161160925,0.725488579221167
63.2505526986816,0.748182303792293
9.92484235538735,0.742381989235189
1.94157874606097,0.734785888603474
12.5635040009971,0.7369267206957
15.8245623673897,0.746651166181923
67.8629418625448,0.751769815038448
23.9786377289609,0.734064829124162
22.3837992251447,0.727023728278872
1.64624637579339,0.754277483078019
1.18225872179475,0.740627354059085
38.547724057472,0.736785638534172
1.92413611906639,0.755685300613419
1.07401137300351,0.746582132040813
21.0724093237125,0.731481983109242
0.373902928918899,0.746717327724228
57.3861868463007,0.743783775707585
0.382646687555373,0.75557672851659
30.8990686155688,0.733624193690524
0.372175396150973,0.740859268887059
0,0.737182696110857
25.1143775657954,0.7448376070831
0,0.754509757677477
44.2579465676197,0.743262209063259
4.62207157494151,0.732618075018482
0.474141125569184,0.741793766246519
24.3843946086569,0.733588587359144
9.7635002322799,0.756441617061784
2.00016106173865,0.745948083115253
10.0938897366957,0.733084423825208
49.041349845425,0.729717702655155
21.5287345899578,0.728934566048775
66.3608113596957,0.732982435474428
17.5978116667858,0.732420573209128
23.5656085975968,0.746908826661844
29.9661216020857,0.767285244853065
19.1766307262296,0.749907998968987
116.267905450479,0.75009693136243
0.820910771138883,0.755385951221747
0,0.757770574988391
0.677948340173132,0.741460353853307
2.42563730295338,0.759139008232295
54.3452500569808,0.739808724672889
26.9706408405649,0.739003102863679
9.73272621606561,0.740332426625721
2.05582038268025,0.752788026012656
19.7219329811819,0.732386316024875
13.5858505312057,0.725064417930619
0.825855498392258,0.74503914581711
73.1260171029165,0.742405759785697
0,0.738004563196886
2.93379183011117,0.742943583345407
0,0.762627323816753
35.9818258029778,0.727633354184252
1.16456235273816,0.73072532524278
7.23483169407889,0.741728973577569
17.404707748442,0.736300066979619
19.2726016399937,0.733879160080415
3.37276427218694,0.76319597315378
37.0137282921114,0.732947484968356
54.5585920007331,0.769495714833399
5.32456720895266,0.723607497196172
28.8886451103942,0.718174642230236
0.0799208822752112,0.752556756739541
6.96681544539236,0.727008970619193
12.5833270194566,0.739644118748019
36.8798197813499,0.745886244138446
0,0.755837558476611
19.8950194583432,0.726246640402673
21.5231846861007,0.746678784094679
1.65548947238366,0.735468331301172
18.6546664659135,0.739868872292037
23.7708814973602,0.725232124063465
11.1904451628318,0.726305023483793
0,0.728889079470178
7.4952542666836,0.722958944979141
37.8850095045861,0.727082461784815
52.7799524789014,0.748910301821397
35.1617594991531,0.743835843627756
3.63314942904236,0.722127326384539
22.6653643612864,0.749317003356381
20.4458519172533,0.746937875366149
0,0.741925355511324
0,0.7571282231595
0,0.741253916734607
37.9203466640847,0.749857632818222
14.5043482609223,0.744569398703678
0.0360078894777806,0.735698269777383
0,0.741519981308253
6.88057795522575,0.742276038713656
40.5597931467922,0.760218038333962
36.9427679812806,0.74483654825869
10.8391207520555,0.75105613783737
62.2946204519252,0.756484712520762
16.3777174750609,0.744374831967481
66.2427991558215,0.737644535477546
9.81633526451511,0.759245813125482
3.64349187645657,0.736567704319705
60.326587995941,0.736364851982752
21.4484798487718,0.733710758119946
6.85474179399123,0.766909102509833
35.7598616331,0.733329278720659
2.26128951304846,0.742849743489627
18.6449869203285,0.740350702936629
83.7783926932149,0.737769812622767
